,age,workclass,education,education-num,marital-status,occupation,relationship,race,native-country,income_over_50K,over40hrs,gender-F/1-M/0
14423,58,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,United-States,0,0,Male
16124,37,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,United-States,0,0,Female
44794,55,Self-emp-not-inc,Bachelors,13,Widowed,Sales,Unmarried,White,United-States,0,0,Female
47632,41,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,United-States,0,0,Male
41373,31,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,United-States,0,0,Female
42926,45,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,United-States,0,1,Male
31154,43,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Spouse,Black,United-States,0,1,Male
30272,33,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,United-States,1,0,Male
12577,42,State-gov,HS-grad,9,Divorced,Protective-serv,Unmarried,White,United-States,0,0,Female
20161,54,Federal-gov,Some-college,10,Married-civ-spouse,Protective-serv,Spouse,White,United-States,1,1,Male
40688,52,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
26287,29,Private,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,United-States,0,0,Male
42948,59,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Female
46479,23,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,United-States,0,0,Female
14051,45,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,United-States,0,1,Female
20111,57,Private,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,United-States,0,0,Male
36227,28,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,United-States,0,0,Male
45904,51,Private,Masters,14,Divorced,Protective-serv,Unmarried,White,United-States,0,0,Male
40368,40,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,United-States,0,0,Female
25590,36,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,1,Male
10760,36,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,United-States,1,0,Male
15369,21,Private,HS-grad,9,Divorced,Sales,Unmarried,White,United-States,0,1,Female
28175,44,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,United-States,0,0,Male
22945,31,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Female
19213,32,Private,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,White,United-States,0,0,Female
34539,45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
10201,31,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,United-States,0,0,Female
25135,37,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
21123,60,Private,HS-grad,9,Separated,Sales,Not-in-family,White,United-States,0,0,Female
39948,23,Private,HS-grad,9,Never-married,Sales,Own-child,White,United-States,0,0,Male
7779,24,Private,Some-college,10,Never-married,Sales,Own-child,White,United-States,0,0,Female
12528,54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
6835,35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,1,Male
38621,51,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,United-States,0,0,Female
23008,31,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,United-States,1,1,Male
10587,70,Local-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,United-States,0,0,Female
26426,28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
36597,47,Local-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,United-States,0,0,Female
24756,47,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,United-States,0,1,Female
23473,44,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,United-States,0,0,Male
33450,40,Private,Assoc-voc,11,Separated,Sales,Not-in-family,Black,United-States,0,1,Male
36168,60,Private,Some-college,10,Married-civ-spouse,Transport-moving,Spouse,White,United-States,1,0,Male
22636,36,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
43132,27,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,United-States,0,1,Male
31065,27,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,United-States,0,0,Female
25760,44,Local-gov,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,United-States,0,0,Male
8841,29,Private,9th,5,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
5485,49,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
47841,40,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,United-States,0,0,Female
20525,42,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Male
10765,21,Private,Some-college,10,Never-married,Other-service,Own-child,White,United-States,0,0,Male
38662,48,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,United-States,0,0,Female
18918,33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Female
6744,18,Private,11th,7,Never-married,Other-service,Own-child,White,United-States,0,0,Male
38209,42,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,United-States,0,0,Female
28573,17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,United-States,0,0,Male
32466,23,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Female
30458,19,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,United-States,0,0,Male
45682,60,Private,5th-6th,3,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
18874,39,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,United-States,1,1,Male
2894,43,Private,Assoc-voc,11,Married-civ-spouse,Protective-serv,Spouse,White,United-States,1,1,Male
32361,27,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,United-States,0,1,Male
33386,27,Private,10th,6,Never-married,Adm-clerical,Own-child,White,United-States,0,1,Male
18238,64,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,United-States,0,0,Female
8749,66,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
30693,68,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,Italy,1,0,Male
22217,52,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,United-States,1,0,Female
35522,18,State-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,United-States,0,0,Female
35684,21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Male
33883,62,State-gov,Assoc-acdm,12,Widowed,Prof-specialty,Not-in-family,White,United-States,0,0,Female
43213,25,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,United-States,0,0,Male
14992,33,Private,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Philippines,0,0,Female
14410,48,State-gov,Masters,14,Widowed,Prof-specialty,Unmarried,White,United-States,0,0,Female
23350,46,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,United-States,0,0,Male
29709,25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Female
48148,18,Private,10th,6,Never-married,Other-service,Other-relative,Black,United-States,0,0,Male
31352,39,Private,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,United-States,1,0,Male
5017,33,Private,Bachelors,13,Never-married,Sales,Own-child,White,United-States,0,0,Male
40272,62,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,United-States,0,0,Male
36021,37,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,United-States,1,1,Male
12822,43,Private,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,United-States,0,0,Female
35916,37,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
29764,55,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,Asian-Pac-Islander,United-States,1,1,Male
20428,66,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
35681,61,Self-emp-inc,Some-college,10,Widowed,Sales,Not-in-family,White,United-States,0,0,Female
24693,31,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
7631,25,State-gov,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,United-States,0,0,Male
19803,45,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
30093,17,Private,10th,6,Never-married,Sales,Own-child,White,United-States,0,0,Male
40105,35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
44260,54,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Female
48759,21,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,United-States,0,0,Male
42375,19,Private,11th,7,Never-married,Sales,Not-in-family,White,United-States,0,0,Female
46830,31,Local-gov,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,United-States,1,1,Male
21183,47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
18685,54,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
34008,27,Local-gov,Assoc-voc,11,Never-married,Tech-support,Own-child,White,United-States,0,0,Female
9474,34,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Female
8963,23,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,1,Female
22817,34,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
2045,47,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
37018,56,Private,9th,5,Widowed,Sales,Unmarried,White,United-States,0,0,Female
6999,32,Private,Some-college,10,Separated,Prof-specialty,Not-in-family,White,United-States,1,0,Male
36345,23,Private,Some-college,10,Never-married,Prof-specialty,Other-relative,White,United-States,0,0,Male
44491,55,Private,12th,8,Widowed,Prof-specialty,Not-in-family,White,United-States,0,0,Male
5397,58,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,United-States,0,1,Female
3127,34,Private,HS-grad,9,Never-married,Sales,Own-child,White,United-States,0,0,Female
41289,46,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Unmarried,White,United-States,0,0,Male
5406,56,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
1845,20,Local-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,United-States,0,0,Female
2005,21,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Male
47199,61,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
37805,37,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,United-States,0,0,Female
36859,32,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,1,1,Male
45074,35,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,United-States,0,1,Male
11169,31,Private,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,El-Salvador,0,0,Male
33802,29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
20518,29,Private,Masters,14,Never-married,Transport-moving,Own-child,Black,United-States,0,0,Male
17807,33,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,United-States,0,0,Male
13869,19,Private,11th,7,Never-married,Other-service,Own-child,White,United-States,0,0,Male
9907,38,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
12173,23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Female
7006,42,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
19703,40,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,United-States,0,0,Female
38499,46,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,United-States,0,1,Female
19053,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,United-States,0,0,Male
45465,29,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Ecuador,0,0,Male
11108,29,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Spouse,White,United-States,0,0,Male
44367,31,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,United-States,0,0,Female
25070,56,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,United-States,0,0,Female
47152,26,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,India,0,0,Male
7935,34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,Black,United-States,0,0,Male
9127,34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
39766,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,1,Male
14443,44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Male
23497,19,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,United-States,0,0,Male
4689,50,Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,White,United-States,0,0,Male
34375,20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Male
40539,36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,1,Female
2599,43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
39651,31,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
10845,46,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
15924,17,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Male
43125,30,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Puerto-Rico,0,0,Male
43723,41,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,0,Male
2834,37,Private,11th,7,Separated,Adm-clerical,Unmarried,Black,United-States,0,0,Female
32939,22,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,United-States,0,0,Female
31682,26,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,United-States,0,0,Male
24068,20,Private,Some-college,10,Never-married,Prof-specialty,Other-relative,White,United-States,0,0,Female
9459,54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
14859,57,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,1,0,Male
41041,24,Private,11th,7,Married-civ-spouse,Prof-specialty,Spouse,Other,United-States,0,0,Female
3889,38,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Male
1213,18,Private,10th,6,Never-married,Other-service,Own-child,White,United-States,0,0,Male
34850,73,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,Asian-Pac-Islander,Philippines,0,0,Male
39325,53,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,0,1,Male
14660,46,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
25996,24,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Female
30113,53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Puerto-Rico,0,0,Male
3804,23,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,United-States,0,1,Male
29005,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
12941,48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
18316,23,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,United-States,0,1,Female
38705,37,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,0,Female
21439,47,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
7920,49,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,United-States,0,0,Female
469,19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,United-States,0,0,Male
28243,51,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
33907,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
30282,42,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,1,Male
19549,30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,United-States,1,1,Male
5954,37,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,United-States,0,1,Male
2564,30,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Male
20988,27,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
27181,30,State-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Spouse,White,United-States,0,0,Male
37817,23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,United-States,0,0,Female
39150,40,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,United-States,0,0,Female
14145,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
24521,76,Self-emp-not-inc,Some-college,10,Widowed,Sales,Not-in-family,White,United-States,0,0,Male
21723,35,Private,12th,8,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Female
21370,53,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
